nom	id	theme	v25	v2026
<Tableau>.Max	1000025411	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.Mélange	1000024312	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.Min	1000025412	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.Moyenne	1000025417	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.Occurrence	1000024313	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.Somme	1000025415	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.Supprime	1000024314	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.SupprimeDoublon	1000024315	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.SupprimeLigne	1000024316	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.SupprimeTout	1000024317	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.TousFaux	1000024935	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.TousVrai	1000024936	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.Transforme	1000025418	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.Trie	1000024318	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.UnFaux	1000024937	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.Union	1000025408	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.UnionTout	1000025410	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau>.UnVrai	1000024938	gestion des tableaux (syntaxe préfixée)	0	1
<Tableau de bord>.Affiche	1000022500	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.AjouteWidget	1000022502	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.ChangeTailleWidget	1000022504	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.ChargeConfiguration	1000022506	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.ConfigurationInitiale	1000022525	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.DéplaceWidget	1000022527	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.InfoXY	1000022529	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.Mode	1000022532	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.Occurrence	1000022538	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.RécupèreWidgetPosition	1000022533	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.SauveConfiguration	1000022534	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.Supprime	1000022535	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau de bord>.SupprimeTout	1000022536	gestion des champs Tableau de bord (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.AxeXY	1000022178	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.AxeY	1000023710		0	1
<Tableau croisé dynamique>.CalculeMiseAJour	1000022179	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.CalculeMiseAJourAsynchrone	1410090404	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	0	1
<Tableau croisé dynamique>.CalculeTout	1000022180	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.CalculeToutAsynchrone	1410090405	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	0	1
<Tableau croisé dynamique>.Charge	1000022181	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.Déroule	1000022182	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.DérouleTout	1000022183	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.Enroule	1000022184	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.EnrouleTout	1000022185	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.Filtre	1000022186	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.InfoXY	1000022187	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.ListePositionEntête	1000022188	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.Sauve	1000022189	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.Select	1000022190	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.SelectOccurrence	1000022191	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.ValeurEntête	1000022192	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableau croisé dynamique>.VersExcel	1000022193	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	1	1
<Tableur>.AjouteDonnée	1000023711	Tableur (syntaxe préfixée)	1	1
<Tableur>.AjouteFeuille	1000023712	Tableur (syntaxe préfixée)	1	1
<Tableur>.AjouteFormule	1000023713	Tableur (syntaxe préfixée)	1	1
<Tableur>.AjouteImage	1000023714	Tableur (syntaxe préfixée)	1	1
<Tableur>.AjouteLien	1410090430	Tableur (syntaxe préfixée)	0	1
<Tableur>.AjouteNom	1000023715	Tableur (syntaxe préfixée)	1	1
<Tableur>.AutoriseProcédure	1000023716	Tableur (syntaxe préfixée)	1	1
<Tableur>.CadreSélection	1000023717	Tableur (syntaxe préfixée)	1	1
<Tableur>.ChampFormule	1000023718	Tableur (syntaxe préfixée)	1	1
<Tableur>.Charge	1000023719	Tableur (syntaxe préfixée)	1	1
<Tableur>.Cherche	1000023720	Tableur (syntaxe préfixée)	1	1
<Tableur>.DébutModification	1000023721	Tableur (syntaxe préfixée)	1	1
<Tableur>.DéfusionneCellule	1410089570	Tableur (syntaxe préfixée)	0	1
<Tableur>.DéplaceFeuille	1410087262	Tableur (syntaxe préfixée)	0	1
<Tableur>.Ferme	1000023722	Tableur (syntaxe préfixée)	1	1
<Tableur>.Fige	1000023723	Tableur (syntaxe préfixée)	1	1
<Tableur>.FinModification	1000023724	Tableur (syntaxe préfixée)	1	1
<Tableur>.FusionneCellule	1000026322	Tableur (syntaxe préfixée)	0	1
<Tableur>.InsèreColonne	1000023725	Tableur (syntaxe préfixée)	1	1
<Tableur>.InsèreFeuille	1000023726	Tableur (syntaxe préfixée)	1	1
<Tableur>.InsèreLigne	1000023727	Tableur (syntaxe préfixée)	1	1
<Tableur>.ListeCommentaire	1410090614	Tableur (syntaxe préfixée)	0	1
<Tableur>.Position	1000023728	Tableur (syntaxe préfixée)	1	1
<Tableur>.RecalculeTout	1000023729	Tableur (syntaxe préfixée)	1	1
<Tableur>.RécupèreFormule	1000023730	Tableur (syntaxe préfixée)	1	1
<Tableur>.RécupèreFusion	1000023731	Tableur (syntaxe préfixée)	1	1
<Tableur>.RécupèreSélection	1000023732	Tableur (syntaxe préfixée)	1	1
<Tableur>.Remplace	1000023898	Tableur (syntaxe préfixée)	1	1
<Tableur>.RestaurePositionEtSélection	1000023733	Tableur (syntaxe préfixée)	1	1
<Tableur>.Sauve	1000023734	Tableur (syntaxe préfixée)	1	1
<Tableur>.SauvePositionEtSélection	1000023735	Tableur (syntaxe préfixée)	1	1
<Tableur>.SelectCommentaire	1410090615	Tableur (syntaxe préfixée)	0	1
<Tableur>.SelectFeuille	1000023736	Tableur (syntaxe préfixée)	1	1
<Tableur>.SelectMoins	1000023737	Tableur (syntaxe préfixée)	1	1
<Tableur>.SelectPlus	1000023738	Tableur (syntaxe préfixée)	1	1
<Tableur>.StyleSélection	1000023739	Tableur (syntaxe préfixée)	1	1
<Tableur>.SupprimeColonne	1000023740	Tableur (syntaxe préfixée)	1	1
<Tableur>.SupprimeFeuille	1000023741	Tableur (syntaxe préfixée)	1	1
<Tableur>.SupprimeLigne	1000023742	Tableur (syntaxe préfixée)	1	1
<Tableur>.SupprimeTout	1000023743	Tableur (syntaxe préfixée)	1	1
<Tableur>.TrieSélection	1000023744	Tableur (syntaxe préfixée)	1	1
<Tableur>.TypeEtMasqueSélection	1000023745	Tableur (syntaxe préfixée)	1	1
<Thread>.DemandeArrêt	1000024924	gestion des threads (syntaxe préfixée)	0	1
<Thread>.EnvoieSignal	1000024926	gestion des threads (syntaxe préfixée)	0	1
<Thread>.Reprend	1000024927		0	1
<Thread>.Suspend	1000024929		0	1
<TimeLine>.Affiche	1000020775	gestion des champs TimeLine (syntaxe préfixée)	1	1
<TimeLine>.AjouteEvénement	1000020776	gestion des champs TimeLine (syntaxe préfixée)	1	1
<TimeLine>.AjoutePiste	1000020777	gestion des champs TimeLine (syntaxe préfixée)	1	1
<TimeLine>.ChangeMode	1000020778	gestion des champs TimeLine (syntaxe préfixée)	1	1
<TimeLine>.ListeEvénement	1000020779	gestion des champs TimeLine (syntaxe préfixée)	1	1
<TimeLine>.SupprimeEvénement	1000020780	gestion des champs TimeLine (syntaxe préfixée)	1	1
<TimeLine>.SupprimePiste	1000020781	gestion des champs TimeLine (syntaxe préfixée)	1	1
<TimeLine>.SupprimeTout	1000020782	gestion des champs TimeLine (syntaxe préfixée)	1	1
<Toast>.Affiche	1000024863		0	1
<Traitement de texte>.Ajoute	1000024032	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.DébutModification	1000023405	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.EffaceMiseEnForme	1410090632	gestion du champ Traitement de texte (syntaxe préfixée)	0	1
<Traitement de texte>.EntreEdition	1000024263	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.Ferme	1000024264	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.FinModification	1000024265	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.Imprime	1000024266	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.InfoXY	1000025346	gestion du champ Traitement de texte (syntaxe préfixée)	0	1
<Traitement de texte>.Insère	1000024267	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.InsèreTableau	1000024268	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.ModeCopieMiseEnForme	1410090630	gestion du champ Traitement de texte (syntaxe préfixée)	0	1
<Traitement de texte>.Ouvre	1000024269	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.Positionne	1000024270	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.Recherche	1000024271	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.RechercheElémentParNom	1410088862	gestion du champ Traitement de texte (syntaxe préfixée)	0	1
<Traitement de texte>.Redo	1000024390	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.RedoOccurrence	1000024391	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.Remplace	1000024392	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.Sauve	1000024393	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.Sélectionne	1000024394	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.SortEdition	1000024395	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.Undo	1000024397	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.UndoOccurrence	1000024398	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.UndoRedoSupprimeTout	1000024399	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.VersHTML	1000024400	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.VersImage	1000024401	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.VersPDF	1000024402	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<Traitement de texte>.VersTexte	1000024403	gestion du champ Traitement de texte (syntaxe préfixée)	1	1
<TreeMap>.Ajoute	1000019740	gestion des champs TreeMap (syntaxe préfixée)	1	1
<TreeMap>.Cherche	1000019742	gestion des champs TreeMap (syntaxe préfixée)	1	1
<TreeMap>.InfoXY	1000019743	gestion des champs TreeMap (syntaxe préfixée)	1	1
<TreeMap>.Occurrence	1000019752	gestion des champs TreeMap (syntaxe préfixée)	1	1
<TreeMap>.SelectGroupe	1000019793	gestion des champs TreeMap (syntaxe préfixée)	1	1
<TreeMap>.Supprime	1000019799	gestion des champs TreeMap (syntaxe préfixée)	1	1
<TreeMap>.SupprimeTout	1000019800	gestion des champs TreeMap (syntaxe préfixée)	1	1
<Type Buffer>.CrypteAsymétrique	1410087279	cryptage / compression (syntaxe préfixée)	0	1
<Type Buffer>.CrypteAsymétriqueEnveloppé	1410087280	cryptage / compression (syntaxe préfixée)	0	1
<Type Buffer>.CrypteStandard	1410087281	cryptage / compression (syntaxe préfixée)	0	1
<Type Buffer>.Décode	1410087344	cryptage / compression (syntaxe préfixée)	0	1
<Type Buffer>.DécrypteAsymétrique	1410087282	cryptage / compression (syntaxe préfixée)	0	1
<Type Buffer>.DécrypteAsymétriqueEnveloppé	1410087283	cryptage / compression (syntaxe préfixée)	0	1
<Type Buffer>.Encode	1410087345	cryptage / compression (syntaxe préfixée)	0	1
<Type Date>.VersChaîne	1000023952	gestion des Dates et des Heures (syntaxe préfixée)	1	1
<Type Date>.VersEntier	1000024029	gestion des Dates et des Heures (syntaxe préfixée)	1	1
<Type Date>.VersJour	1000024030	gestion des Dates et des Heures (syntaxe préfixée)	1	1
<Type Date>.VersJourDansLAnnée	1410090343	gestion des Dates et des Heures (syntaxe préfixée)	0	1
<Type Date>.VersJourEnLettre	1000024031	gestion des Dates et des Heures (syntaxe préfixée)	1	1
<Type Date>.VersMoisEnLettre	1000024051	gestion des Dates et des Heures (syntaxe préfixée)	1	1
<Type Date>.VersNuméroDeSemaine	1000024160	gestion des Dates et des Heures (syntaxe préfixée)	1	1
<Type DateHeure>.VersChaîne	1000025807	gestion des Dates et des Heures (syntaxe préfixée)	0	1
<Type DateHeure>.VersEpoch	1000024161	gestion des Dates et des Heures (syntaxe préfixée)	1	1
<Type DateHeure>.VersRéel	1000024190	gestion des Dates et des Heures (syntaxe préfixée)	1	1
<Type Durée>.VersChaîne	1000023947	gestion des Dates et des Heures (syntaxe préfixée)	1	1
<Type Tableau>.Contient	1410091180	gestion des tableaux (syntaxe préfixée)	0	1
<Upload>.CopieFichier	1000019046	Upload (syntaxe préfixée)	1	1
<Upload>.FichierEnCours	1000019047	Upload (syntaxe préfixée)	1	1
<Upload>.Lance	1000019063	Upload (syntaxe préfixée)	1	1
<Upload>.NomFichier	1000019064	Upload (syntaxe préfixée)	1	1
<Upload>.Supprime	1000019065	Upload (syntaxe préfixée)	1	1
<Upload>.SupprimeTout	1000019069	Upload (syntaxe préfixée)	1	1
<Upload>.Taille	1000019070	Upload (syntaxe préfixée)	1	1
<Upload>.TailleEnvoyée	1000019071	Upload (syntaxe préfixée)	1	1
<Upload>.TailleEnvoyéeFichierEnCours	1000019074	Upload (syntaxe préfixée)	1	1
<Upload>.TailleFichier	1000019075	Upload (syntaxe préfixée)	1	1
<Upload>.TailleFichierEnCours	1000019076	Upload (syntaxe préfixée)	1	1
<Variable>.Ajoute	1000024295	gestion des tableaux (syntaxe objet)	1	0
<Variable>.Insère	1000024296	gestion des tableaux (syntaxe objet)	1	0
<Variable>.Supprime	1000024297	gestion des tableaux (syntaxe objet)	1	0
<Variable>.SupprimeTout	1000024298	gestion des tableaux (syntaxe objet)	1	0
<Variable ActionRapide>.Ajoute	1410090385	gestion des raccourcis d'application (app shortcuts)  (syntaxe préfixée)	0	1
<Variable ActionRapide>.Epingle	1410090409	gestion des raccourcis d'application (app shortcuts)  (syntaxe préfixée)	0	1
<Variable ActionRapide>.Supprime	1410090386	gestion des raccourcis d'application (app shortcuts)  (syntaxe préfixée)	0	1
<Variable adminWBAuth>.CréeCompte	1410089712	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	0	1
<Variable adminWBAuth>.Déconnecte	1410089713	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	0	1
<Variable adminWBAuth>.ListeApplication	1410090464	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	0	1
<Variable adminWBAuth>.ListeCompte	1410089714	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	0	1
<Variable adminWBAuth>.ListeConnexion	1410089715	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	0	1
<Variable adminWBAuth>.ModifieCompte	1410089716	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	0	1
<Variable adminWBAuth>.SupprimeApplication	1410090465	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	0	1
<Variable adminWBAuth>.SupprimeCompte	1410089717	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	0	1
<Variable AuthToken>.OpenIDLitIdentité	1000023629	gestion des protocoles OAuth et OpenID (syntaxe préfixée)	1	1
<Variable btleCaractéristique>.ChangementValeur	1000022171	BTLE (syntaxe préfixée)	1	1
<Variable btleCaractéristique>.EcritValeur	1000022172	BTLE (syntaxe préfixée)	1	1
<Variable btleCaractéristique>.LitValeur	1000022173	BTLE (syntaxe préfixée)	1	1
<Variable btleCaractéristique>.RécupèreUnDescripteur	1000022218	BTLE (syntaxe préfixée)	1	1
<Variable btleDescripteur>.EcritValeur	1000022199	BTLE (syntaxe préfixée)	1	1
<Variable btleDescripteur>.LitValeur	1000022200	BTLE (syntaxe préfixée)	1	1
<Variable btlePériphérique>.Connecte	1000022195	BTLE (syntaxe préfixée)	1	1
<Variable btlePériphérique>.Déconnecte	1000022196	BTLE (syntaxe préfixée)	1	1
<Variable btlePériphérique>.EtatConnexion	1000022202	BTLE (syntaxe préfixée)	0	1
<Variable btlePériphérique>.RécupèreTousServices	1000022216	BTLE (syntaxe préfixée)	1	1
<Variable btlePériphérique>.RécupèreUnService	1000022222	BTLE (syntaxe préfixée)	1	1
<Variable btleService>.RécupèreToutesCaractéristiques	1000022217	BTLE (syntaxe préfixée)	1	1
<Variable btleService>.RécupèreUneCaractéristique	1000022221	BTLE (syntaxe préfixée)	1	1
<Variable Certificat>.ExtraitValeurExtension	1410087241	gestion des certificats (syntaxe préfixée)	0	1
<Variable Certificat>.OuvrePropriétés	1000024378	gestion des certificats (syntaxe préfixée)	1	1
<Variable Commande>.AjouteArgument	1410090748	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	0	1
<Variable Commande>.AjouteOption	1410090749	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	0	1
<Variable Commande>.EcritEntréeStandard	1410090750	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	0	1
<Variable Commande>.Exécute	1410090751	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	0	1
<Variable Commande>.ExécutionEstEnCours	1410091033	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	0	1
<Variable Commande>.LitSortieErreur	1410090752	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	0	1
<Variable Commande>.LitSortieStandard	1410090753	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	0	1
<Variable Commande>.RécupèreCodeRetour	1410090754	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	0	1
<Variable Commande>.Termine	1410091034	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	0	1
<Variable Connection>.RSRenommeNomServeur	1410088539		0	1
<Variable Connexion>.ActiveTriggerServeur	1000022637	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.AjouteGroupe	1000022638	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.AjouteLiaison	1000022639	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.AjouteOptimisationPlanifiée	1000022641	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.AjoutePlanification	1000022642	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.AjouteSauvegardePlanifiée	1000022644	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.AjouteTâche	1000022645	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.AjouteUtilisateur	1000022646	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.AnnuleSauvegarde	1000022647	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ArrêteServeur	1000022648	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ChargeParamètre	1000022649	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.CopieFichier	1000022650	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.DéclencheMiseAJourServeur	1000022651	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.DéconnecteClient	1000022652	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.DécritTriggerServeur	1000022653	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.DésactiveTriggerServeur	1000022654	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.DétruitTriggerServeur	1000022655	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.DupliqueBaseDeDonnées	1000022656	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.EnvoieMessageVersClient	1000022657	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ExécutePlanification	1000022658	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ExécuteProcédure	1000022659	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ExécuteProcédureAsynchrone	1410091179	gestion de HFSQL Client/Serveur (syntaxe préfixée)	0	1
<Variable Connexion>.ExécuteSauvegardePlanifiée	1000022660	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.FermeConnexion	1000023941	gestion HFSQL (syntaxe préfixée)	1	1
<Variable Connexion>.FichierExiste	1000023959	gestion HFSQL (syntaxe préfixée)	1	1
<Variable Connexion>.FinInterditAccèsBaseDeDonnées	1000022661	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.GèreIntégrité	1000023960	gestion HFSQL (syntaxe préfixée)	1	1
<Variable Connexion>.GèreMiseAJourServeur	1000022662	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.GèreServeur	1000022664	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.GèreTâche	1000022665	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoBlocage	1000022774	gestion de HFSQL Client/Serveur (syntaxe préfixée)	0	1
<Variable Connexion>.InfoDroitBaseDeDonnées	1000022666	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoDroitFichier	1000022667	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoDroitRubrique	1410090543	gestion de HFSQL Client/Serveur (syntaxe préfixée)	0	1
<Variable Connexion>.InfoDroitServeur	1000022668	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoDroitVue	1000022669	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoFichier	1000023961	gestion HFSQL (syntaxe préfixée)	1	1
<Variable Connexion>.InfoGroupe	1000022670	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoPropriétéBaseDeDonnées	1000022673	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoPropriétéFichier	1000022674	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoPropriétéServeur	1000022675	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoSauvegarde	1000022679	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoServeur	1000022682	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoTâche	1000022686	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoUtilisateur	1000022687	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InfoVue	1000022688	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.InterditAccèsBaseDeDonnées	1000022690	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ListeBaseDeDonnées	1000022692	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ListeElémentStocké	1000022693	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ListeFichiersSurveillés	1410090429	gestion de HFSQL Client/Serveur (syntaxe préfixée)	0	1
<Variable Connexion>.ListeGroupe	1000022694	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ListeHistoriquePlanification	1410090890	gestion de HFSQL Client/Serveur (syntaxe préfixée)	0	1
<Variable Connexion>.ListeOptimisationPlanifiée	1000022695	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ListeParamètre	1000022697	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ListePlanification	1000022698	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ListeSauvegardePlanifiée	1000022699	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ListeTâche	1000022700	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ListeUtilisateur	1000022701	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.MaintenanceServeur	1000022702	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.MiseAJourCollection	1000022704	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.MiseAJourRequête	1000022705	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.MiseAJourVue	1000022706	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ModifieDroitBaseDeDonnées	1000022707	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ModifieDroitFichier	1000022709	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ModifieDroitRubrique	1410090544	gestion de HFSQL Client/Serveur (syntaxe préfixée)	0	1
<Variable Connexion>.ModifieDroitServeur	1000022710	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ModifieDroitVue	1000022711	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ModifieGroupe	1000022714	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ModifieOptimisationPlanifiée	1000022715	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
<Variable Connexion>.ModifiePlanification	1000022716	gestion de HFSQL Client/Serveur (syntaxe préfixée)	1	1
