nom	id	theme
<Arbre>.SupprimeFils	1000023772	gestion des champs Arbre (syntaxe préfixée)
<Arbre>.SupprimeTout	1000023773	gestion des champs Arbre (syntaxe préfixée)
<Arbre>.Trie	1000023774	gestion des champs Arbre (syntaxe préfixée)
<Arbre>.TypeElément	1000023775	gestion des champs Arbre (syntaxe préfixée)
<AuthToken>.Déconnecte	1410090671	gestion des protocoles OAuth et OpenID (syntaxe préfixée)
<AuthToken>.RenouvelleToken	1000026285	gestion des protocoles OAuth et OpenID (syntaxe préfixée)
<AuthToken>.Révoque	1410090672	gestion des protocoles OAuth et OpenID (syntaxe préfixée)
<Bandeau défilant>.ArrêteDéfilement	1000022628	Bandeau défilant (syntaxe préfixée)
<Bandeau défilant>.Dernier	1000022630	Bandeau défilant (syntaxe préfixée)
<Bandeau défilant>.LanceDéfilement	1000022631	Bandeau défilant (syntaxe préfixée)
<Bandeau défilant>.Précédent	1000022627	Bandeau défilant (syntaxe préfixée)
<Bandeau défilant>.Premier	1000022629	Bandeau défilant (syntaxe préfixée)
<Bandeau défilant>.Suivant	1000022626	Bandeau défilant (syntaxe préfixée)
<Barre d'outils>.Attache	3020006	gestion des champs Barre d'outils (syntaxe préfixée)
<Barre d'outils>.Détache	3020008	gestion des champs Barre d'outils (syntaxe préfixée)
<Barre d'outils>.Position	3020007	gestion des champs Barre d'outils (syntaxe préfixée)
<Bouton segmenté>.Ajoute	1410090903	Bouton segmenté (syntaxe préfixée)
<Bouton segmenté>.Insère	1410090904	Bouton segmenté (syntaxe préfixée)
<Bouton segmenté>.Supprime	1410090905	Bouton segmenté (syntaxe préfixée)
<Bouton segmenté>.SupprimeTout	1410090906	Bouton segmenté (syntaxe préfixée)
<btlePéripherique>.Initialise	1410087649	BTLE (syntaxe préfixée)
<Buffer>.AnsiVersUnicode	1000026033	gestion des chaînes de caractères (syntaxe préfixée)
<Buffer>.UTF8Valide	1410090487	gestion des chaînes de caractères (syntaxe préfixée)
<Calendrier>.Position	1000017361	Calendrier (syntaxe préfixée)
<Calendrier>.Select	1000017385	Calendrier (syntaxe préfixée)
<Calendrier>.SelectMoins	1000017363	Calendrier (syntaxe préfixée)
<Calendrier>.SelectOccurrence	1000017362	Calendrier (syntaxe préfixée)
<Calendrier>.SelectPlus	1000017343	Calendrier (syntaxe préfixée)
<Caméra>.Affiche	1000022380	Caméra/Vidéo (syntaxe préfixée)
<Caméra>.Arrête	1000022381	Caméra/Vidéo (syntaxe préfixée)
<Caméra>.ArrêteDécodage	1000022474	Caméra/Vidéo (syntaxe préfixée)
<Caméra>.Capture	1000022382	Caméra/Vidéo (syntaxe préfixée)
<Caméra>.ChangeDriver	1000022378	Caméra/Vidéo (syntaxe préfixée)
<Caméra>.Configure	1000022379	Caméra/Vidéo (syntaxe préfixée)
<Caméra>.DémarreDécodage	1000022475	Caméra/Vidéo (syntaxe préfixée)
<Caméra>.Etat	1000022476	Caméra/Vidéo (syntaxe préfixée)
<Caméra>.Photo	1410087895	
<Caméra>.VidéoArrête	1410088061	
<Caméra>.VidéoDémarre	1410088106	
<Captcha>.Affiche	1000019493	Captcha (syntaxe préfixée)
<Captcha>.Vérifie	1000019567	Captcha (syntaxe préfixée)
<Carte>.AffichePopup	1000025799	gestion du champ Carte (syntaxe préfixée)
<Carte>.AffichePosition	1000022394	gestion du champ Carte (syntaxe préfixée)
<Carte>.AfficheZone	1000025800	gestion du champ Carte (syntaxe préfixée)
<Carte>.AjouteCalque	1410091552	gestion du champ Carte (syntaxe préfixée)
<Carte>.AjouteForme	1000025801	gestion du champ Carte (syntaxe préfixée)
<Carte>.AjouteImage	1000025802	gestion du champ Carte (syntaxe préfixée)
<Carte>.AjouteItinéraire	1000022420	gestion du champ Carte (syntaxe préfixée)
<Carte>.AjouteMarqueur	1000022422	gestion du champ Carte (syntaxe préfixée)
<Carte>.ChangeStyle	1000025797	gestion du champ Carte (syntaxe préfixée)
<Carte>.DistanceItinéraire	1000022431	gestion du champ Carte (syntaxe préfixée)
<Carte>.ExécuteJS	1000022384	gestion du champ Carte (syntaxe préfixée)
<Carte>.FermePopup	1000025803	gestion du champ Carte (syntaxe préfixée)
<Carte>.FinDéplacement	1000022437	gestion du champ Carte (syntaxe préfixée)
<Carte>.IdentifiantGgl	1410091156	gestion du champ Carte (syntaxe préfixée)
<Carte>.InfoPosition	1000022447	gestion du champ Carte (syntaxe préfixée)
<Carte>.InfoXY	1000022448	gestion du champ Carte (syntaxe préfixée)
<Carte>.LimiteZone	1000025804	gestion du champ Carte (syntaxe préfixée)
<Carte>.ModifieForme	1000025805	gestion du champ Carte (syntaxe préfixée)
<Carte>.ModifieImage	1000025818	gestion du champ Carte (syntaxe préfixée)
<Carte>.ModifieMarqueur	1000022383	gestion du champ Carte (syntaxe préfixée)
<Carte>.PopupAffichée	1000025819	gestion du champ Carte (syntaxe préfixée)
<Carte>.RécupèreImage	1000022462	gestion du champ Carte (syntaxe préfixée)
<Carte>.RécupèreObjetJS	1000022385	gestion du champ Carte (syntaxe préfixée)
<Carte>.RécupèrePosition	1000022463	gestion du champ Carte (syntaxe préfixée)
<Carte>.RécupèreStyle	1000025798	gestion du champ Carte (syntaxe préfixée)
<Carte>.SuitDéplacement	1000022464	gestion du champ Carte (syntaxe préfixée)
<Carte>.SupprimeCalque	1410091626	gestion du champ Carte (syntaxe préfixée)
<Carte>.SupprimeForme	1000025820	gestion du champ Carte (syntaxe préfixée)
<Carte>.SupprimeImage	1000025829	gestion du champ Carte (syntaxe préfixée)
<Carte>.SupprimeItinéraire	1000022465	gestion du champ Carte (syntaxe préfixée)
<Carte>.SupprimeMarqueur	1000022466	gestion du champ Carte (syntaxe préfixée)
<Carte>.SupprimeTout	1000022472	gestion du champ Carte (syntaxe préfixée)
<Cellule>.AfficheDialogue	1000021652	gestion des pages (syntaxe préfixée)
<Cellule>.FermeDialogue	1000021653	gestion des pages (syntaxe préfixée)
<Chaîne ANSI>.AnsiVersOem	1000024891	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.AnsiVersUnicode	1000024892	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.BufferVersHexa	1000024894	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.CaractOccurrenceType	1000024895	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.CommencePar	1000024901	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.Complète	1410089823	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.Contient	1410089824	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.Découpe	1000024902	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.Droite	1410089825	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.ExtraitChaîne	1000024876	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.FinitPar	1000024903	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.Formate	1000024877	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.Incrémente	1000024905	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.Insère	1000024906	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.Inverse	1000024908	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.RegexCherche	1410090616	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.RegexRemplace	1410090617	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.RegexVérifie	1410090618	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.Remplace	1000024890	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.SupprimeDoublon	1410087983	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne ANSI>.VersNumérique	1410087984	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne OEM>.OemVersAnsi	1410090334	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne Unicode>.RegexCherche	1410090619	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne Unicode>.RegexRemplace	1410090620	gestion des chaînes de caractères (syntaxe préfixée)
<Chaîne Unicode>.RegexVérifie	1410090621	gestion des chaînes de caractères (syntaxe préfixée)
<Champ>.Rectangle	1410090622	
<Champ d'affichage HTML>.DepuisEmail	1410087278	gestion des champs d'affichage HTML (syntaxe préfixée)
<Champ d'affichage HTML>.ExécuteJS	1000024372	
<Champ d'affichage HTML>.ExécuteProcédureNavigateur	1000026265	gestion des champs d'affichage HTML (syntaxe préfixée)
<Champ d'affichage HTML>.ExécuteTraitementChamp	1000026266	gestion des champs d'affichage HTML (syntaxe préfixée)
<Champ d'affichage HTML>.ValeurChamp	1000026268	gestion des champs d'affichage HTML (syntaxe préfixée)
<Champ d'affichage HTML>.ValideFormulaire	1000026311	gestion des champs d'affichage HTML (syntaxe préfixée)
<Champ d'afichage HTML>.SurErreurJS	1000026267	gestion des champs d'affichage HTML (syntaxe préfixée)
<Chat IA>.AjoutLigne	1410086779	Chat IA (syntaxe préfixée)
<Chat IA>.ChargeConversation	1410086776	Chat IA (syntaxe préfixée)
<Chat IA>.Demande	1410091554	Chat IA (syntaxe préfixée)
<Chat IA>.RegénèreDemande	1410086775	Chat IA (syntaxe préfixée)
<Chat IA>.SauveConversation	1410086774	Chat IA (syntaxe préfixée)
<Chat IA>.StopDemande	1410086773	
<Chemin de navigation>.AjouteLien	3083034	gestion des chemins de navigation (syntaxe préfixée)
<Chemin de navigation>.InsèreLien	3083035	gestion des chemins de navigation (syntaxe préfixée)
<Chemin de navigation>.ModifieLien	3083036	gestion des chemins de navigation (syntaxe préfixée)
<Chemin de navigation>.SupprimeLien	3083037	gestion des chemins de navigation (syntaxe préfixée)
<Chemin de navigation>.SupprimeTout	3083038	gestion des chemins de navigation (syntaxe préfixée)
<Chrono>.Début	1000023788	gestion des Dates et des Heures (syntaxe préfixée)
<Chrono>.Fin	1000023789	gestion des Dates et des Heures (syntaxe préfixée)
<Chrono>.Pause	1000023790	gestion des Dates et des Heures (syntaxe préfixée)
<Chrono>.RAZ	1000023791	gestion des Dates et des Heures (syntaxe préfixée)
<Chrono>.Reprend	1000023792	gestion des Dates et des Heures (syntaxe préfixée)
<CodeWLangageMiseEnForme>.MetEnForme	1410090329	
<Colonne Table hiérarchique>.ChercheFils	1000021901	gestion des champs Table hiérarchique (syntaxe préfixée)
<Combo>.Ferme	3026004	manipulation des champs Combo (syntaxe préfixée)
<Combo>.Ouvre	3026005	manipulation des champs Combo (syntaxe préfixée)
<Composant>.Charge	1410089475	
<Composant>.Exécute	1410089476	
<Connexion HFSQL>.ListeHistoriqueReindexation	1410091225	gestion de HFSQL Client/Serveur (syntaxe préfixée)
<Connexion HFSQL>.RéindexeAsynchrone	1410091221	gestion de HFSQL Client/Serveur (syntaxe préfixée)
<Connexion HFSQL>.StatCalculeAsynchrone	1410091224	gestion de HFSQL Client/Serveur (syntaxe préfixée)
<Connexion HFSQL>.VérifieIndexAsynchrone	1410091223	gestion de HFSQL Client/Serveur (syntaxe préfixée)
<Connexion HFSQL>.VérifieMémoAsynchrone	1410091222	gestion de HFSQL Client/Serveur (syntaxe préfixée)
<Description de TâcheParallèle>.Exécute	1000021669	gestion des tâches parallèles (syntaxe préfixée)
<Destination>.CopieEnreg	1000024206	gestion HFSQL (syntaxe préfixée)
<Diagramme de Gantt>.AjouteCongé	1000021118	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.AjouteLien	1000021120	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.AjouteTâche	1000021121	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.ChangeMode	1000021122	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.HeureAffichée	1000021123	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.HeureOuvrable	1000021124	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.JourSemaineOuvré	1000021125	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.ListeLien	1000021128	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.ListeTâche	1000021129	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.OrganiseTâche	1000021130	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.PositionDateHeure	1000021131	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.RécupèreTâche	1000021137	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.SupprimeLien	1000021138	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.SupprimeTâche	1000021139	Gantt (syntaxe préfixée)
<Diagramme de Gantt>.SupprimeTout	1000021140	Gantt (syntaxe préfixée)
<Document>.RechercheElémentParNom	1410088861	gestion du champ Traitement de texte (syntaxe préfixée)
<Editeur de code>.Charge	1410090411	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.Commente	1410090412	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.Compile	1410090413	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.Décommente	1410090414	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.DupliqueLigne	1410090415	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.Exécute	1410090416	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.Insère	1410090417	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.Recherche	1410090418	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.RécupèreErreur	1410090419	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.Remplace	1410090420	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.Sauve	1410090421	gestion du champ Editeur de code (syntaxe préfixée)
<Editeur de code>.SupprimeTout	1410090422	gestion du champ Editeur de code (syntaxe préfixée)
<Éditeur de diagrammes>.DébutModification	1410088875	gestion des diagrammes (syntaxe préfixée)
<Éditeur de diagrammes>.FinModification	1410088876	gestion des diagrammes (syntaxe préfixée)
<Éditeur de diagrammes>.InfoXY	1410088737	gestion des diagrammes (syntaxe préfixée)
<Éditeur de diagrammes>.Sauve	1410088687	gestion des diagrammes (syntaxe préfixée)
<Éditeur de diagrammes>.SelectMoins	1410088688	gestion des diagrammes (syntaxe préfixée)
<Éditeur de diagrammes>.SelectPlus	1410088689	gestion des diagrammes (syntaxe préfixée)
<Editeur HTML>.DepuisEmail	1000026296	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.ExécuteJS	1000026297	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.FormateSelection	1000026298	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.Insère	1000026299	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.InsèreTableau	1000026300	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.Recherche	1000026301	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.Récupère	1000026302	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.RécupèreDocument	1000026304	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.RécupèreSélection	1000026305	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.Remplace	1000026306	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.Sélectionne	1000026307	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.VersEmail	1000026308	gestion du champ Editeur HTML (syntaxe préfixée)
<Editeur HTML>.VersPDF	1000026309	gestion du champ Editeur HTML (syntaxe préfixée)
<Éditeur d'images>.Crée	1000023430	gestion du champ Editeur d'images et des variables WDPic (syntaxe préfixée)
<Éditeur d'images>.Ferme	1000023431	gestion du champ Editeur d'images et des variables WDPic (syntaxe préfixée)
<Éditeur d'images>.Ouvre	1000023432	gestion du champ Editeur d'images et des variables WDPic (syntaxe préfixée)
<Éditeur d'images>.Sauve	1000023433	gestion du champ Editeur d'images et des variables WDPic (syntaxe préfixée)
<Elément>.DemandeMiseAJourUI	1410088728	gestion des fenêtres (syntaxe préfixée)
<Elément>.ExécuteMiseAJourUI	1410088729	gestion des fenêtres (syntaxe préfixée)
<EmailSessionIMAP>.RécupèreTout	1000022308	gestion des emails (syntaxe préfixée)
<Etat>.Imprime	1000024554	impression (syntaxe préfixée)
<Etat>.InitEtatVerso	1410090633	impression (syntaxe préfixée)
<Etat>.InitRequête	1000025143	impression (syntaxe préfixée)
<Etat>.InitRequêteConnexion	1000025144	impression (syntaxe préfixée)
<Etat>.InitSousEtat	1000025145	impression (syntaxe préfixée)
<Fenêtre>.ActiveGFI	1410088766	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.AgencementEnCours	1410088841	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.ChangeAgencement	1410088842	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.DepuisFichier	1000021387	liaison (syntaxe préfixée)
<Fenêtre>.DepuisSource	1000021388	liaison (syntaxe préfixée)
<Fenêtre>.EdActive	1000022294	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdCharge	1000022292	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdCréeNote	1000022301	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdDésélectionneTout	1000022317	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdDo	1000022327	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdRedo	1000022328	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdRestaure	1000022329	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdSauve	1000022330	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdSelect	1000022331	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdSelectMoins	1000022332	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdSelectOccurrence	1000022333	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdSelectPlus	1000022334	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.EdUndo	1000022335	manipulation de l'UI par l'utilisateur final (syntaxe préfixée)
<Fenêtre>.ExtHaut	1410088867	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.ExtLarg	1410090624	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.ExtPosX	1410090628	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.ExtPosY	1410090625	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.Iconise	1000023884	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.ImageFenêtre	1000023885	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.IntHaut	1410090629	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.IntLarg	1410090626	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.IntPosX	1410088866	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.IntPosY	1410090627	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.Maximise	1000023886	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.MDIOuvre	3052007	MDI (syntaxe préfixée)
<Fenêtre>.Ouvre	1000023903	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.OuvreAsynchrone	1410087862	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.OuvreFenêtreMobile	1000023887	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.OuvreFille	1000023904	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.OuvrePopupAsynchrone	1410087873	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.OuvrePopupPosition	1410087874	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.OuvreSoeur	1410086669	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.PaletteRécupère	1410091003	Palette (syntaxe préfixée)
<Fenêtre>.Repeint	1000023634	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.Restaure	1000023888	gestion des fenêtres (syntaxe préfixée)
<Fenêtre>.VersFichier	1000021385	liaison (syntaxe préfixée)
<Fenêtre>.VersSource	1000021386	liaison (syntaxe préfixée)
<Fenetre interne>.ChangeFenêtreSource	1000020950	
<Graphe>.AjouteDonnée	1000023533	gestion des graphes (syntaxe préfixée)
<Graphe>.AjouteDonnéeTemporelle	1000024162	gestion des graphes (syntaxe préfixée)
<Graphe>.AngleDépart	1410088091	gestion des graphes (syntaxe préfixée)
<Graphe>.AxePosition	1000023563	gestion des graphes (syntaxe préfixée)
<Graphe>.AxeVisible	1000023564	gestion des graphes (syntaxe préfixée)
<Graphe>.BourseAjouteDonnée	1000023565	gestion des graphes (syntaxe préfixée)
<Graphe>.BourseRécupèreDonnée	1000023566	gestion des graphes (syntaxe préfixée)
<Graphe>.Bulle	1000024163	gestion des graphes (syntaxe préfixée)
<Graphe>.ChargeParamètre	1000023568	gestion des graphes (syntaxe préfixée)
<Graphe>.ComparatifPositionSérie	1000024961	gestion des graphes (syntaxe préfixée)
<Graphe>.Couleur	1000024164	gestion des graphes (syntaxe préfixée)
<Graphe>.CouleurBarre	1000023569	gestion des graphes (syntaxe préfixée)
<Graphe>.CouleurCatégorie	1000023570	gestion des graphes (syntaxe préfixée)
<Graphe>.CouleurPoint	1000023571	gestion des graphes (syntaxe préfixée)
<Graphe>.CouleurSérie	1000023599	gestion des graphes (syntaxe préfixée)
<Graphe>.CPAjouteDonnée	1410088092	gestion des graphes (syntaxe préfixée)
<Graphe>.CPSensDeRotation	1410088093	gestion des graphes (syntaxe préfixée)
<Graphe>.CPValeurMaximale	1410088094	gestion des graphes (syntaxe préfixée)
<Graphe>.Dégradé	1000024061	gestion des graphes (syntaxe préfixée)
<Graphe>.Dessine	1000024062	gestion des graphes (syntaxe préfixée)
<Graphe>.DonutPourcentageTrou	1000024069	gestion des graphes (syntaxe préfixée)
<Graphe>.EpaisseurTrait	1000024071	gestion des graphes (syntaxe préfixée)
<Graphe>.EtiquetteCatégorie	1000024072	gestion des graphes (syntaxe préfixée)
<Graphe>.EtiquetteSérie	1000024073	gestion des graphes (syntaxe préfixée)
<Graphe>.Existe	1000024074	gestion des graphes (syntaxe préfixée)
<Graphe>.Graduation	1000024076	gestion des graphes (syntaxe préfixée)
<Graphe>.HistoAgrégation	1000024077	gestion des graphes (syntaxe préfixée)
<Graphe>.HistoEspacement	1000024078	gestion des graphes (syntaxe préfixée)
<Graphe>.HistoTypeBarre	1410090316	gestion des graphes (syntaxe préfixée)
<Graphe>.HMAjouteDonnée	1000024079	gestion des graphes (syntaxe préfixée)
<Graphe>.HMCouleur	1000024080	gestion des graphes (syntaxe préfixée)
<Graphe>.HMLibelléX	1000024081	gestion des graphes (syntaxe préfixée)
<Graphe>.HMLibelléY	1000024082	gestion des graphes (syntaxe préfixée)
<Graphe>.HMRécupèreDonnée	1000024083	gestion des graphes (syntaxe préfixée)
<Graphe>.HMSupprimeCouleur	1000024084	gestion des graphes (syntaxe préfixée)
<Graphe>.Imprime	1000024085	gestion des graphes (syntaxe préfixée)
<Graphe>.IncrémenteDonnée	1000024086	gestion des graphes (syntaxe préfixée)
<Graphe>.InfoPoint	1000024087	gestion des graphes (syntaxe préfixée)
<Graphe>.InfoXY	1000024088	gestion des graphes (syntaxe préfixée)
<Graphe>.Légende	1000024089	gestion des graphes (syntaxe préfixée)
<Graphe>.Libellé	1000024165	gestion des graphes (syntaxe préfixée)
<Graphe>.Lissage	1000024090	gestion des graphes (syntaxe préfixée)
<Graphe>.MAJAutomatiqueEtiquetteCatégorie	1000024091	gestion des graphes (syntaxe préfixée)
<Graphe>.MAJAutomatiqueSérie	1000024092	gestion des graphes (syntaxe préfixée)
<Graphe>.Masque	1000024093	gestion des graphes (syntaxe préfixée)
<Graphe>.Menu	1000024094	gestion des menus (syntaxe préfixée)
<Graphe>.NiveauTemporelMasque	1000024095	gestion des graphes (syntaxe préfixée)
<Graphe>.NiveauTemporelMax	1000024096	gestion des graphes (syntaxe préfixée)
<Graphe>.Nuage3DAjouteDonnée	1000024097	gestion des graphes (syntaxe préfixée)
<Graphe>.Nuage3DCouleurAltitude	1000024098	gestion des graphes (syntaxe préfixée)
<Graphe>.Nuage3DLibelléGraduation	1000024099	gestion des graphes (syntaxe préfixée)
