nom	id	theme	description
<Source>.MigreCléComposéeReliée	1000025036	gestion HFSQL (syntaxe préfixée)	Migre les valeurs des clés composées reliées provenant d'un fichier au format Hyper File 5.5 vers le format HFSQL Classic.
<Source>.MiseAJourLiaison	1000025025	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Met à jour sur le serveur l'ensemble des liaisons impliquant un fichier de données HFSQL Client/Serveur.
<Source>.Mode	1000025037	gestion HFSQL (syntaxe préfixée)	Change le mode et la méthode de blocage des fichiers de données.
<Source>.Modifie	1000025038	gestion HFSQL (syntaxe préfixée)	Modifie l'enregistrement spécifié ou l'enregistrement présent en mémoire dans le fichier de données (la requête ou la vue).
<Source>.ModifieStructure	1000025039	gestion HFSQL (syntaxe préfixée)	Permet de mettre à jour la structure d'un fichier de données HFSQL en effectuant une modification automatique des données (également appelée Synchroni
<Source>.MotDePasse	1000025044	gestion HFSQL (syntaxe préfixée)	Fixe le mot de passe utilisé pour créer ou pour ouvrir un fichier de données.
<Source>.NbEnr	1000025040	gestion HFSQL (syntaxe préfixée)	Renvoie le nombre d'enregistrements d'un fichier, d'une requête ou d'une vue HFSQL : enregistrements actifs, rayés, supprimés, etc.
<Source>.NumEnr	1000025041	gestion HFSQL (syntaxe préfixée)	Renvoie :le numéro de l'enregistrement en cours dans le fichier de données HFSQL.le numéro de l'enregistrement en cours dans la vue HFSQL.
<Source>.Optimise	1000025042	gestion HFSQL (syntaxe préfixée)	Permet d'utiliser des temps morts dans l'utilisation d'un logiciel (période sans traitements) pour optimiser les requêtes et les parcours qui vont êtr
<Source>.Ouvre	1000025043	gestion HFSQL (syntaxe préfixée)	Ouvre un fichier de données.
<Source>.PositionCourante	1000025045	gestion HFSQL (syntaxe préfixée)	Renvoie la position approximative de l'enregistrement en cours dans le fichier de données.
<Source>.Positionne	1000025046	gestion HFSQL (syntaxe préfixée)	Positionne sur un enregistrement à partir de la position approximative d'une de ses rubriques.
<Source>.Précédent	1000025047	gestion HFSQL (syntaxe préfixée)	Positionne sur l'enregistrement précédent du fichier en fonction d'une rubrique de parcours.
<Source>.Premier	1000025048	gestion HFSQL (syntaxe préfixée)	Positionne sur le premier enregistrement d'un fichier de données en fonction de la rubrique de parcours spécifiée.
<Source>.PrépareRequête	1000025049	gestion HFSQL (syntaxe préfixée)	Initialise une requête et déclare cette requête au serveur de base de données pour optimiser les prochaines exécutions de cette requête.
<Source>.PrépareRequêteSQL	1000025050	gestion HFSQL (syntaxe préfixée)	Initialise une requête écrite en langage SQL et déclare cette requête au serveur de base de données pour optimiser les prochaines exécutions de cette 
<Source>.Raye	1000025051	gestion HFSQL (syntaxe préfixée)	Raye un enregistrement d'un fichier de données.
<Source>.RAZ	1000025052	gestion HFSQL (syntaxe préfixée)	Initialise : une ou toutes les variables des rubriques d'un fichier de données avec leurs valeurs par défaut. une ou toutes les rubriques d'une variab
<Source>.Recherche	1000025053	gestion HFSQL (syntaxe préfixée)	Positionne sur le premier enregistrement du fichier de données dont la valeur d'une rubrique spécifique est supérieure ou égale à une valeur recherché
<Source>.RechercheDernier	1000025054	gestion HFSQL (syntaxe préfixée)	Positionne sur le dernier enregistrement du fichier dont la valeur d'une rubrique spécifique est inférieure ou égale à une valeur recherchée.
<Source>.RecherchePremier	1000025055	gestion HFSQL (syntaxe préfixée)	Positionne sur le premier enregistrement du fichier dont la valeur d'une rubrique spécifique est supérieure ou égale à une valeur recherchée.
<Source>.Recule	1000025056	gestion HFSQL (syntaxe préfixée)	Recule de plusieurs enregistrements dans le fichier de données, à partir de la position en cours, selon une rubrique spécifiée.
<Source>.RécupèreEnregistrement	1000025057	gestion HFSQL (syntaxe préfixée)	Renvoie le contenu de l'enregistrement en cours (dans un fichier, une vue, une requête, ...).
<Source>.RécupèreRubrique	1000025058	gestion HFSQL (syntaxe préfixée)	Renvoie le contenu d'une rubrique de l'enregistrement en cours (dans le fichier de données, la vue, la requête, ...).
<Source>.RéindexationEnCours	1000025059	gestion HFSQL (syntaxe préfixée)	Avertit si une ré-indexation est en cours sur un fichier de données HFSQL et renvoie le pourcentage de ré-indexation effectué.
<Source>.Réindexe	1000025060	gestion HFSQL (syntaxe préfixée)	Reconstruit l'index d'un fichier de données (fichier d'extension ".NDX"). Il est également possible de ré-indexer :les index full-text (fichiers d'ext
<Source>.RequêteExécutée	1410090480	gestion HFSQL (syntaxe préfixée)	Permet de savoir si une requête a été exécutée.
<Source>.RetourPosition	1000025061	gestion HFSQL (syntaxe préfixée)	Restaure le contexte précédemment sauvegardé d'un fichier (fonction <Source>.SauvePosition) : enregistrement en cours, filtre, pointeurs de lecture.
<Source>.SauvePosition	1000025062	gestion HFSQL (syntaxe préfixée)	Mémorise le contexte en cours d'un fichier de données : enregistrement en cours, filtre, pointeurs de lecture.
<Source>.Sécurité	1000025063	gestion HFSQL (syntaxe préfixée)	Active ou désactive le mécanisme de sécurité automatique sur un ou plusieurs fichiers de données.
<Source>.SourceDeDonnéesConnue	1410090481	gestion HFSQL (syntaxe préfixée)	Permet de savoir si une source de données est initialisée.
<Source>.StatCalcule	1000025064	gestion HFSQL (syntaxe préfixée)	Réalise diverses statistiques sur les clés d'un fichier de données.
<Source>.StatDate	1000025065	gestion HFSQL (syntaxe préfixée)	Renvoie la date de la dernière mise à jour des statistiques d'index.
<Source>.StatHeure	1000025066	gestion HFSQL (syntaxe préfixée)	Renvoie l'heure de la dernière mise à jour des statistiques d'index.
<Source>.StatNbDoublon	1000025067	gestion HFSQL (syntaxe préfixée)	Renvoie le nombre de doublons pour une rubrique clé donnée.
<Source>.StatNbEnr	1000025068	gestion HFSQL (syntaxe préfixée)	Renvoie le nombre d'entrées pour une rubrique clé donnée.
<Source>.StatNbEnrIntervalle	1000025069	gestion HFSQL (syntaxe préfixée)	Renvoie une estimation majorée du nombre d'entrées pour une rubrique clé donnée dans un intervalle de valeurs donné.
<Source>.Suivant	1000025070	gestion HFSQL (syntaxe préfixée)	Positionne sur l'enregistrement suivant du fichier de données en fonction d'une rubrique de parcours.
<Source>.Supprime	1000025071	gestion HFSQL (syntaxe préfixée)	Supprime un enregistrement d'un fichier de données (d'une requête ou d'une vue).
<Source>.SupprimeTout	1000025072	gestion HFSQL (syntaxe préfixée)	Supprime tous les enregistrements d'un fichier de données, d'une vue HFSQL ou d'une requête.
<Source>.SupprimeToutRayé	1000025010	gestion HFSQL (syntaxe préfixée)	Transforme les enregistrements rayés (<Source>.Raye) d'un fichier en enregistrements supprimés.
<Source>.SurErreur	1000025073	gestion HFSQL (syntaxe préfixée)	Personnalise la gestion des erreurs HFSQL.
<Source>.Surveille	1000025029	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Déclenche la surveillance des actions d'écriture (ajout, modification ou suppression) effectuées sur un fichier de données présent sur un serveur HFSQ
<Source>.SurveilleStop	1000025030	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Arrête la surveillance d'un fichier de données sur un serveur HFSQL.
<Source>.TransactionLibère	1000025074	gestion HFSQL (syntaxe préfixée)	Transforme tous les enregistrements "en transaction" en enregistrements "Normaux" si ces enregistrements n'appartiennent pas à une transaction en cour
<Source>.TrieVue	1000025075	gestion HFSQL (syntaxe préfixée)	Trie une vue HFSQL en créant un index sur une rubrique de la vue. Cette fonction utilise l'ancien mécanisme des vues.
<Source>.Trouve	1000025076	gestion HFSQL (syntaxe préfixée)	Vérifie si l'enregistrement en cours correspond au filtre ou à la recherche en cours.
<Source>.VérifieInaltéré	1000025077	gestion HFSQL (syntaxe préfixée)	Vérifie qu'un ou tous les enregistrements d'un fichier de données inaltérable n'ont pas été modifiés (par exemple avec un éditeur hexadécimal).
<Source>.VérifieIndex	1000025078	gestion HFSQL (syntaxe préfixée)	Vérifie que les données contenues dans le fichier d'index (fichier .NDX) référencent correctement les données contenues dans le fichier de données (fi
<Source>.VérifieMémo	1000025079	gestion HFSQL (syntaxe préfixée)	Vérifie l'intégrité structurelle des mémos d'un fichier de données HFSQL.
<Source>.VérifieStructure	1000025080	gestion HFSQL (syntaxe préfixée)	Fixe le mode de comparaison des fichiers de données.
<Source>.VersFenêtre	1000021397	liaison (syntaxe préfixée)	Initialise automatiquement les champs d'une fenêtre avec : les valeurs des rubriques associées dans l'enregistrement en cours (chargé en mémoire) du f
<Source>.VersFichier	1000025081	gestion HFSQL (syntaxe préfixée)	Copie une source de données (fichier, requête, vue, ...) vers un fichier physique HFSQL de même description. Ce fichier n'est ni crypté, ni protégé pa
<Source>.Version	1000025082	gestion HFSQL (syntaxe préfixée)	Permet de savoir :si le contenu d'un fichier a été modifié. si le contenu d'un fichier utilisé par une requête a été modifié.
<Source>.VersPage	1000021401	liaison (syntaxe préfixée)	Initialise automatiquement les champs d'une page avec : les valeurs des rubriques associées dans l'enregistrement en cours (chargé en mémoire) du fich
<Source>.VersRubrique	1000025083	gestion HFSQL (syntaxe préfixée)	Affecte la valeur indiquée à une rubrique de l'enregistrement en cours.
<Source>.VueVersFichier	1000025084	gestion HFSQL (syntaxe préfixée)	Enregistre les modifications réalisées dans une vue HFSQL (grâce aux fonctions <Source>.Modifie, <Source>.Supprime ou <Source>.Raye) dans le fichier d
<Table>.AjouteDébut	1410090638	gestion des champs Table (syntaxe préfixée)	Ajoute une ligne au début d'un champ Table infinie. La ligne est insérée avant la première ligne du champ Table. La position de défilement du champ Ta
<Table>.CherchePartout	1410088374	gestion des champs Table (syntaxe préfixée)	Recherche une valeur dans toutes les colonnes des champs suivants : champ Table,champ Table hiérarchique,champ Table affiché dans un champ Combo.
<Table>.DepuisJSON	1410090403		
<Table>.VersExcel	1410088379	gestion des champs Table (syntaxe préfixée)	Crée un fichier Excel avec les données d'un champ Table ou Table hiérarchique.
<Table>.VersJSON	1410090402	gestion des champs Table (syntaxe préfixée)	Convertit le contenu d'un champ Table ou Table hiérarchique en une chaîne au format JSON.
<Table>.VersPressePapier	1410088375	gestion des champs Table (syntaxe préfixée)	Copie le contenu d'un champ Table ou Table hiérarchique dans le presse-papiers.
<Table>.VersTexte	1410088376	gestion des champs Table (syntaxe préfixée)	Crée une chaîne de caractères avec les données d'un champ Table ou Table hiérarchique.
<Table>.VersWord	1410088377	gestion des champs Table (syntaxe préfixée)	Crée un fichier Word (.RTF) avec les données d'un champ Table ou Table hiérarchique.
<Table>.VersXML	1410088378	gestion des champs Table (syntaxe préfixée)	Crée un fichier XML avec les données d'un champ Table ou Table hiérarchique.
<Tableau>.Agrège	1000024951	gestion des tableaux (syntaxe préfixée)	Exécute une opération d'agrégation sur chaque élément d'un tableau.
<Tableau>.Ajoute	1000024299	gestion des tableaux (syntaxe préfixée)	Ajoute un élément en dernière position :d'un tableau WLangage à une dimension.d'une propriété tableau d'un type avancé (tableau des événements de gglA
<Tableau>.AjouteLigne	1000024300	gestion des tableaux (syntaxe préfixée)	Ajoute une ligne à la fin : d'un tableau WLangage à une ou deux dimensions. d'une propriété tableau d'un type avancé à deux dimensions (xlsDocument, .
<Tableau>.AjouteRéférence	1000025416	gestion des tableaux (syntaxe préfixée)	Ajoute la référence d'un objet en dernière position dans un tableau à une dimension.
<Tableau>.AjouteTrié	1000024301	gestion des tableaux (syntaxe préfixée)	Ajoute un élément dans un tableau WLangage à une dimension en prenant en compte : le critère de tri défini par la fonction <Tableau>.Triel'opérateur d
<Tableau>.Applique	1000024969	gestion des tableaux (syntaxe préfixée)	Exécute une procédure pour chaque élément d'un tableau WLangage.
<Tableau>.Cherche	1000024302	gestion des tableaux (syntaxe préfixée)	Cherche l'indice d'un élément dans un tableau WLangage.
<Tableau>.ChercheParProcédure	1000024303	gestion des tableaux (syntaxe préfixée)	Recherche un élément dans un tableau WLangage à une dimension en utilisant une procédure de comparaison.
<Tableau>.Copie	1000024304	gestion des tableaux (syntaxe préfixée)	Copie le contenu d'un tableau dans un autre.
<Tableau>.Déplace	1000024305	gestion des tableaux (syntaxe préfixée)	Permet :de déplacer un élément dans un tableau WLangage à une dimension ou dans une propriété tableau d'un type avancé (tableau des événements de gglA
<Tableau>.DéplaceLigne	1000024306	gestion des tableaux (syntaxe préfixée)	Permet :soit de déplacer une ligne dans un tableau à deux dimensions ou dans une propriété tableau d'un type avancé. Les autres lignes du tableau sont
<Tableau>.Distinct	1000025406	gestion des tableaux (syntaxe préfixée)	Renvoie un tableau sans doublons.
<Tableau>.EchangeLigne	1000024307	gestion des tableaux (syntaxe préfixée)	Permet d'échanger deux lignes dans un tableau à deux dimensions ou dans une propriété tableau d'un type avancé.
<Tableau>.Filtre	1000024968	gestion des tableaux (syntaxe préfixée)	Renvoie un tableau contenant les éléments d'un tableau source pour lesquels une procédure renvoie Vrai.
<Tableau>.Info	1000024308	gestion des tableaux (syntaxe préfixée)	Renvoie les caractéristiques d'un tableau : type des éléments, nombre de dimensions, dimensions, ...
<Tableau>.Insère	1000024309	gestion des tableaux (syntaxe préfixée)	Insère un élément à une position donnée :dans un tableau à une dimension.dans un tableau associatif.dans une propriété tableau d'un type avancé (table
<Tableau>.InsèreLigne	1000024310	gestion des tableaux (syntaxe préfixée)	Insère une ligne à une position donnée : dans un tableau WLangage à deux dimensions.dans une propriété tableau d'un type avancé à deux dimensions (xls
<Tableau>.InsèreRéférence	1000025414	gestion des tableaux (syntaxe préfixée)	Ajoute la référence d'un objet à la position donnée dans un tableau à une dimension.
<Tableau>.Intersection	1000025407	gestion des tableaux (syntaxe préfixée)	Renvoie un tableau correspondant à l'intersection de deux tableaux.
<Tableau>.Inverse	1000024311	gestion des tableaux (syntaxe préfixée)	Inverse le contenu d'un tableau à une dimension.
<Tableau>.Max	1000025411	gestion des tableaux (syntaxe préfixée)	Renvoie la plus grande des valeurs présentes dans le tableau.
<Tableau>.Mélange	1000024312	gestion des tableaux (syntaxe préfixée)	Mélange les éléments d'un tableau WLangage.
<Tableau>.Min	1000025412	gestion des tableaux (syntaxe préfixée)	Renvoie la plus petite des valeurs présentes dans le tableau.
<Tableau>.Moyenne	1000025417	gestion des tableaux (syntaxe préfixée)	Calcule la moyenne des éléments d'un tableau.
<Tableau>.Occurrence	1000024313	gestion des tableaux (syntaxe préfixée)	Renvoie :soit le nombre d'éléments présents dans un tableau à une dimension.soit le nombre de lignes présentes dans un tableau à deux dimensions.soit 
<Tableau>.Somme	1000025415	gestion des tableaux (syntaxe préfixée)	Calcule la somme des éléments d'un tableau.
<Tableau>.Supprime	1000024314	gestion des tableaux (syntaxe préfixée)	Supprime un élément à une position donnée :dans un tableau WLangage à une dimension.dans une propriété tableau d'un type avancé (tableau des événement
<Tableau>.SupprimeDoublon	1000024315	gestion des tableaux (syntaxe préfixée)	Supprime les doublons dans un tableau.
<Tableau>.SupprimeLigne	1000024316	gestion des tableaux (syntaxe préfixée)	Supprime une ligne à une position donnée : dans un tableau à deux dimensions. dans la propriété tableau d'un type avancé (tableau des événements de gg
<Tableau>.SupprimeTout	1000024317	gestion des tableaux (syntaxe préfixée)	Supprime tous les éléments :d'un tableau WLangage à une dimension ou deux dimensions.d'un tableau associatif.de la propriété tableau d'un type avancé 
<Tableau>.TousFaux	1000024935	gestion des tableaux (syntaxe préfixée)	Renvoie Vrai si tous les éléments d'un tableau sont Faux.
<Tableau>.TousVrai	1000024936	gestion des tableaux (syntaxe préfixée)	Renvoie Vrai si tous les éléments d'un tableau sont Vrai.
<Tableau>.Transforme	1000025418	gestion des tableaux (syntaxe préfixée)	Renvoie un tableau WLangage contenant les résultats d'une procédure exécutée pour chaque élément d'un tableau source.
<Tableau>.Trie	1000024318	gestion des tableaux (syntaxe préfixée)	Trie un tableau WLangage.
<Tableau>.UnFaux	1000024937	gestion des tableaux (syntaxe préfixée)	Renvoie Vrai si au moins un élément d'un tableau est Faux.
<Tableau>.Union	1000025408	gestion des tableaux (syntaxe préfixée)	Renvoie un tableau correspondant à l'union de deux tableaux.
<Tableau>.UnionTout	1000025410	gestion des tableaux (syntaxe préfixée)	Renvoie un tableau correspondant à l'union de deux tableaux (sans suppression des doublons).
<Tableau>.UnVrai	1000024938	gestion des tableaux (syntaxe préfixée)	Renvoie Vrai si au moins un élément d'un tableau est Vrai.
<Tableau croisé dynamique>.AxeY	1000023710		
<Tableau croisé dynamique>.CalculeMiseAJourAsynchrone	1410090404	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	Met à jour (sans blocage) une partie des données d'un champ Tableau croisé dynamique à partir d'une date.
<Tableau croisé dynamique>.CalculeToutAsynchrone	1410090405	gestion des champs Tableau croisé dynamique (syntaxe préfixée)	Calcule ou recalcule entièrement un champ Tableau croisé dynamique sans blocage.
<Tableur>.AjouteLien	1410090430	Tableur (syntaxe préfixée)	Crée un lien dans une cellule d'un champ Tableur. Le texte de la cellule devient le texte du lien.
<Tableur>.DéfusionneCellule	1410089570	Tableur (syntaxe préfixée)	Supprime la fusion de cellule pour la cellule spécifiée ou pour la cellule sélectionnée dans un champ Tableur.
<Tableur>.DéplaceFeuille	1410087262	Tableur (syntaxe préfixée)	Déplace une feuille de calcul dans un champ Tableur présent dans une fenêtre.
<Tableur>.FusionneCellule	1000026322	Tableur (syntaxe préfixée)	Fusionne les cellules spécifiées ou les cellules sélectionnées dans un champ Tableur.
<Tableur>.ListeCommentaire	1410090614	Tableur (syntaxe préfixée)	Liste tous les commentaires de la feuille courante d'un champ Tableur.
<Tableur>.SelectCommentaire	1410090615	Tableur (syntaxe préfixée)	Permet de : savoir si un commentaire est sélectionné dans un champ Tableur, sélectionner ou désélectionner un commentaire dans un champ Tableur.
<Thread>.DemandeArrêt	1000024924	gestion des threads (syntaxe préfixée)	Envoie une demande d'arrêt à un thread.
<Thread>.EnvoieSignal	1000024926	gestion des threads (syntaxe préfixée)	Le thread en cours envoie un signal au thread spécifié pour le débloquer.
<Thread>.Reprend	1000024927		
<Thread>.Suspend	1000024929		
<Toast>.Affiche	1000024863		
<Traitement de texte>.EffaceMiseEnForme	1410090632	gestion du champ Traitement de texte (syntaxe préfixée)	Remplace la mise en forme de la sélection en cours dans un champ Traitement de texte par la mise en forme par défaut.
<Traitement de texte>.InfoXY	1000025346	gestion du champ Traitement de texte (syntaxe préfixée)	Renvoie pour une position donnée dans un champ Traitement de texte (coordonnées d'un point du champ) :soit le numéro de la page correspondante, soit l
<Traitement de texte>.ModeCopieMiseEnForme	1410090630	gestion du champ Traitement de texte (syntaxe préfixée)	Active le mode "Copie de mise en forme" du champ Traitement de texte et permet de savoir si le mode "Copie de mise en forme" est activé.
<Traitement de texte>.RechercheElémentParNom	1410088862	gestion du champ Traitement de texte (syntaxe préfixée)	Recherche un élément par son nom dans l'ensemble d'un document de type Traitement de texte.
<Type Buffer>.CrypteAsymétrique	1410087279	cryptage / compression (syntaxe préfixée)	Crypte un buffer en utilisant un algorithme de chiffrement asymétrique (RSA) nécessitant une clé publique et une clé privée.
<Type Buffer>.CrypteAsymétriqueEnveloppé	1410087280	cryptage / compression (syntaxe préfixée)	Réalise un cryptage asymétrique d'une enveloppe.
<Type Buffer>.CrypteStandard	1410087281	cryptage / compression (syntaxe préfixée)	Crypte une chaîne de caractères ou un buffer binaire en utilisant un algorithme de chiffrement symétrique (AES, DES, etc.).
<Type Buffer>.Décode	1410087344	cryptage / compression (syntaxe préfixée)	Décode une chaîne de caractères précédemment encodée avec la fonction <Type Buffer>.Encode.
<Type Buffer>.DécrypteAsymétrique	1410087282	cryptage / compression (syntaxe préfixée)	Décrypte un buffer avec un algorithme clé privée/publique selon le cryptage RSA.
<Type Buffer>.DécrypteAsymétriqueEnveloppé	1410087283	cryptage / compression (syntaxe préfixée)	Réalise le décryptage asymétrique d'une enveloppe encryptée avec la fonction <Type Buffer>.CrypteAsymétriqueEnveloppé.
<Type Buffer>.Encode	1410087345	cryptage / compression (syntaxe préfixée)	Encode une chaîne de caractères ou un buffer. Pour décoder le résultat, il suffit d'utiliser la fonction <Type Buffer>.Décode.
<Type Date>.VersJourDansLAnnée	1410090343	gestion des Dates et des Heures (syntaxe préfixée)	Renvoie le numéro du jour dans l'année correspondant à une date donnée.
<Type DateHeure>.VersChaîne	1000025807	gestion des Dates et des Heures (syntaxe préfixée)	Convertit une date heure en une chaîne au format spécifié.
<Type Tableau>.Contient	1410091180	gestion des tableaux (syntaxe préfixée)	Cherche un élément dans un tableau WLangage.
<Variable ActionRapide>.Ajoute	1410090385	gestion des raccourcis d'application (app shortcuts)  (syntaxe préfixée)	Ajoute une nouvelle action rapide à l'application.
<Variable ActionRapide>.Epingle	1410090409	gestion des raccourcis d'application (app shortcuts)  (syntaxe préfixée)	Demande à épingler une action rapide.
<Variable ActionRapide>.Supprime	1410090386	gestion des raccourcis d'application (app shortcuts)  (syntaxe préfixée)	Supprime une action rapide de l'application.
<Variable adminWBAuth>.CréeCompte	1410089712	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	Crée un compte WEBDEV sur un Serveur d'application WEBDEV.
<Variable adminWBAuth>.Déconnecte	1410089713	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	Supprime une connexion sur un Serveur d'application WEBDEV.
<Variable adminWBAuth>.ListeApplication	1410090464	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	Renvoie la liste des applications WEBDEV d'un serveur d'application, pour un compte donnée, et pour un type donné.
<Variable adminWBAuth>.ListeCompte	1410089714	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	Renvoie la liste des comptes WEBDEV sur un Serveur d'application WEBDEV.
<Variable adminWBAuth>.ListeConnexion	1410089715	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	Renvoie la liste des connexions en cours sur un Serveur d'application WEBDEV.
<Variable adminWBAuth>.ModifieCompte	1410089716	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	Modifie les paramètres d'un compte WEBDEV sur un Serveur d'application WEBDEV.
<Variable adminWBAuth>.SupprimeApplication	1410090465	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	Supprime une application du serveur d'application WEBDEV.
<Variable adminWBAuth>.SupprimeCompte	1410089717	pilotage du Serveur d'application WEBDEV (syntaxe préfixée)	Supprime un compte WEBDEV sur un Serveur d'application WEBDEV.
<Variable btlePériphérique>.EtatConnexion	1000022202	BTLE (syntaxe préfixée)	Renvoie l'état actuel de la connexion avec un périphérique Bluetooth Low Energy ou demande à être prévenu en cas de changement de l'état de la connexi
<Variable Certificat>.ExtraitValeurExtension	1410087241	gestion des certificats (syntaxe préfixée)	Renvoie la valeur d'une extension du certificat.
<Variable Commande>.AjouteArgument	1410090748	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	Ajoute un argument à une commande à exécuter en mode console.
<Variable Commande>.AjouteOption	1410090749	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	Ajoute une option à la commande à exécuter en mode console.
<Variable Commande>.EcritEntréeStandard	1410090750	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	Ecrit les données sur l'entrée standard de la commande exécutée en mode console.
<Variable Commande>.Exécute	1410090751	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	Exécute une commande en mode console.
<Variable Commande>.ExécutionEstEnCours	1410091033	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	Indique si l'exécutable lié à une commande exécutée en mode console est actuellement en cours d'exécution.
<Variable Commande>.LitSortieErreur	1410090752	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	Lit les données disponibles sur la sortie d'erreur pour la commande lancée en mode console.
<Variable Commande>.LitSortieStandard	1410090753	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	Lit les données disponibles sur la sortie standard pour la commande lancée en mode console.
<Variable Commande>.RécupèreCodeRetour	1410090754	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	Récupère le code de retour de la commande lancée en mode console, c'est-à-dire la valeur renvoyée à la terminaison de la commande.
<Variable Commande>.Termine	1410091034	gestion de l'exécution des commandes en mode console (syntaxe préfixée)	Force la terminaison de l'exécutable associé à une commande en mode console en cours d'exécution.
<Variable Connection>.RSRenommeNomServeur	1410088539		
<Variable Connexion>.ExécuteProcédureAsynchrone	1410091179	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Exécute une procédure stockée en mode asynchrone.
<Variable Connexion>.InfoBlocage	1000022774	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Renvoie des informations sur le blocage d'un fichier de données, d'un enregistrement ou de tous les enregistrements d'un fichier de données.
<Variable Connexion>.InfoDroitRubrique	1410090543	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Permet de connaître les droits accordés sur une rubrique.
<Variable Connexion>.ListeFichiersSurveillés	1410090429	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Renvoie la liste des fichiers de données surveillés par la fonction <Source>.Surveille.
<Variable Connexion>.ListeHistoriquePlanification	1410090890	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Liste l'historique d'exécution d'un élément planifié sur un serveur HFSQL : tâche planifiée (procédure stockée), sauvegarde, optimisation, rafraîchiss
<Variable Connexion>.ModifieDroitRubrique	1410090544	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Modifie les droits accordés sur une rubrique d'un fichier de données HFSQL Client/Serveur pour un utilisateur ou un groupe.
<Variable Connexion>.ModifiePropriétéFichier	1000022718	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Modifie les propriétés d'un fichier de données HFSQL situé sur un serveur.
<Variable Connexion>.PolitiqueSécuritéDébloqueCompte	1410091327	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Permet de débloquer le compte d'un utilisateur bloqué à cause d'un trop grand nombre de tentatives d'ouverture de connexion infructueuses.
<Variable Connexion>.PolitiqueSécuritéModifie	1410091328	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Modifie la politique de sécurité des mots de passe d'un serveur HFSQL.
<Variable Connexion>.PolitiqueSécuritéRécupère	1410086666	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Récupère la politique de sécurité d'un serveur HFSQL.
<Variable Connexion>.PolitiqueSécuritéVérifie	1410091329	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Vérifie que la politique de sécurité des mots de passe associée au serveur HFSQL est respectée pour chacun des comptes des utilisateurs.
<Variable Connexion>.RSIgnoreErreur	1410090601		
<Variable Connexion>.RSTransformeSpareEnServeur	1410091036		
<Variable Connexion>.SupprimeHistoriquePlanification	1410090891	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Supprime l'historique d'exécution d'un élément planifié sur un serveur HFSQL : tâche planifiée (procédure stockée), sauvegarde, optimisation, rafraîch
<Variable Connexion>.SupprimeVue	1410088611	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Supprime une vue matérialisée sur le serveur HFSQL.
<Variable Connexion>.TransactionPointDeSauvegarde	1410087876	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Déclare un point de sauvegarde pour une transaction.
<Variable Connexion>.TransactionRetourneAuPointDeSauvegarde	1410087877	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Annule la transaction jusqu'au point de sauvegarde.
<Variable diagBibliothèque>.ChargeBibliothèque	1410088685	gestion des diagrammes (syntaxe préfixée)	Charge un fichier diagramme pour en faire une bibliothèque de formes prédéfinies.
<Variable diagForme>.VersImage	1410088686	gestion des diagrammes (syntaxe préfixée)	Crée une image à partir d'une forme d'un diagramme (la forme peut être affichée ou non dans le diagramme).
<Variable Diagramme>.Charge	1410088669	gestion des diagrammes (syntaxe préfixée)	Charge un diagramme dans une variable de type Diagramme à partir d'un fichier ".wddiag", d'un mémo ou d'un buffer binaire.
<Variable Diagramme>.DébutModification	1410088877	gestion des diagrammes (syntaxe préfixée)	Signale le début du regroupement d'un ensemble d'opérations sur une variable de type Diagramme en un seul événement (gestion du "undo/redo").
